City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,utrik,11.2278,169.8474,26.89,81,89,10.66,MH,1682507618
363,tyukhtet,56.5389,89.3011,3.36,69,100,3.46,RU,1682507618
364,dalbandin,28.8947,64.4101,31.87,13,82,1.55,PK,1682507619
365,vilyuysk,63.7553,121.6247,0.27,89,99,3.26,RU,1682507619
366,seka,17.9285,103.9552,32.75,42,44,2.6,TH,1682507619
367,lucapa,-8.4192,20.7447,28.22,52,87,2.01,AO,1682507619
368,chongwe,-15.3292,28.682,28.71,27,58,4.36,ZM,1682507620
369,wattegama,6.7989,81.4808,30.35,66,89,3.25,LK,1682507620
370,cannonvale,-20.2833,148.7,24.66,68,73,9.03,AU,1682507621
371,kayangel,8.0823,134.7173,28.9,71,6,3.72,PW,1682507621
372,suoyarvi,62.0833,32.35,16.44,53,88,2.15,RU,1682507621
373,babaeski,41.4325,27.0931,17.79,64,81,2.45,TR,1682507621
374,conceicao do araguaia,-8.2578,-49.2647,24.32,81,100,0.75,BR,1682507621
375,ratnapura,6.6828,80.3992,27.46,88,90,0.67,LK,1682507622
376,sechelt,49.4664,-123.7694,10.75,87,100,1.61,CA,1682507419
377,beloyarskiy,63.7119,66.6722,1.0,99,80,1.77,RU,1682507622
378,auki,-8.7676,160.7034,25.69,84,99,1.2,SB,1682507622
379,lhasa,29.65,91.1,11.89,28,81,0.74,CN,1682507623
380,east ballina,-28.8667,153.5833,17.11,83,26,5.97,AU,1682507623
381,palmas,-10.2128,-48.3603,26.93,74,0,1.54,BR,1682507623
382,lindsay,36.203,-119.0882,20.0,87,0,3.6,US,1682507623
383,kismayo,-0.3582,42.5454,30.45,63,97,4.2,SO,1682507623
384,katsuren-haebaru,26.3369,127.8719,21.01,77,100,3.09,JP,1682507624
385,tugulym,57.0591,64.6425,24.04,32,100,3.9,RU,1682507624
386,saldanha,-33.0117,17.9442,17.59,69,96,2.96,ZA,1682507624
387,ostersund,63.1792,14.6357,1.25,86,100,3.09,SE,1682507508
388,pisco,-13.7,-76.2167,21.03,88,100,3.09,PE,1682507624
389,flin flon,54.7682,-101.865,0.19,98,100,6.29,CA,1682507625
390,matoury,4.8483,-52.3317,22.98,100,75,1.54,GF,1682507625
391,bakewar,26.6667,79.1833,36.45,12,98,3.14,IN,1682507625
392,ribeira brava,32.65,-17.0667,25.4,65,100,1.07,PT,1682507626
393,khash,28.2211,61.2158,26.78,12,61,3.24,IR,1682507626
394,manta,-0.95,-80.7333,24.88,88,75,0.0,EC,1682507627
395,nanuque,-17.8392,-40.3539,22.99,90,68,2.27,BR,1682507627
396,balabac,7.9868,117.0645,28.45,76,88,4.96,PH,1682507627
397,chichiriviche,10.9333,-68.2772,25.6,81,92,1.32,VE,1682507627
398,hafar al-batin,28.4328,45.9708,31.06,15,16,3.14,SA,1682507627
399,thatta,24.7475,67.9235,34.88,22,45,8.77,PK,1682507628
400,kendari,-3.945,122.4989,25.42,90,100,1.04,ID,1682507628
401,igrim,63.1906,64.4162,2.54,98,96,1.43,RU,1682507628
402,point pedro,9.8167,80.2333,29.61,71,91,5.05,LK,1682507628
403,yantongshan,43.2919,126.0094,7.67,40,3,2.13,CN,1682507629
404,west island,-12.1568,96.8225,27.99,78,100,7.72,CC,1682507629
405,araruna,-6.5583,-35.7417,23.85,82,67,5.04,BR,1682507629
406,fairview,40.8126,-73.999,9.71,64,100,3.6,US,1682507629
407,toliara,-23.35,43.6667,27.41,50,0,6.85,MG,1682507629
408,dolores,-36.3132,-57.6792,14.8,93,94,2.52,AR,1682507630
409,miri,4.4148,114.0089,27.32,84,100,3.46,MY,1682507630
410,huambo,-12.7761,15.7392,25.53,42,24,4.05,AO,1682507630
411,port hedland,-20.3167,118.5667,27.03,83,98,3.6,AU,1682507630
412,itaituba,-4.2761,-55.9836,23.55,91,100,0.41,BR,1682507631
413,dachne,44.8833,34.9833,15.95,57,52,3.83,UA,1682507631
414,papao,-17.75,-149.55,24.82,81,90,4.81,PF,1682507632
415,saint-henri,46.6921,-71.0671,5.03,93,97,2.07,CA,1682507632
416,lincoln city,44.9582,-124.0179,7.67,94,100,0.45,US,1682507632
417,dalandzadgad,43.5708,104.425,11.82,14,32,8.58,MN,1682507633
418,gandajika,-6.75,23.95,28.67,61,67,0.03,CD,1682507633
419,kolonia,50.9333,6.95,11.99,53,75,3.09,DE,1682507515
420,brandon,27.9378,-82.2859,21.04,90,0,2.57,US,1682507592
421,nadym,65.5333,72.5167,0.22,85,9,3.51,RU,1682507368
422,burela de cabo,43.65,-7.4,17.34,79,100,2.69,ES,1682507633
423,minot,48.2325,-101.2963,2.23,69,0,2.06,US,1682507538
424,lethbridge,49.7,-112.8186,5.41,79,100,1.34,CA,1682507358
425,merritt,50.1123,-120.7942,5.18,69,100,0.45,CA,1682507634
426,ilovlya,49.3033,43.9796,20.83,39,22,5.03,RU,1682507634
427,al ghayzah,16.2079,52.176,32.23,56,2,8.58,YE,1682507634
428,westport,41.1415,-73.3579,8.43,81,0,2.57,US,1682507635
429,aldan,58.6031,125.3894,-5.38,78,73,1.71,RU,1682507635
430,cockburn town,21.4612,-71.1419,25.45,75,2,4.71,TC,1682507635
431,santa cecilia,-26.9608,-50.4269,13.08,99,100,1.19,BR,1682507635
432,khekra,28.8667,77.2833,34.03,12,100,2.19,IN,1682507636
433,kende,11.5197,4.2603,39.43,23,98,3.68,NG,1682507636
434,midvagur,62.0511,-7.1939,3.46,81,75,5.14,FO,1682507637
435,inarajan village,13.2736,144.7484,27.54,93,15,8.2,GU,1682507637
436,hell-ville,-13.4,48.2667,28.04,72,44,2.12,MG,1682507637
437,machico,32.7,-16.7667,25.4,67,20,2.57,PT,1682507637
438,brisas de zicatela,15.8369,-97.0419,24.83,76,83,3.47,MX,1682507637
439,fisterra,42.9049,-9.2629,18.19,92,100,4.77,ES,1682507637
440,myeik,12.4333,98.6,25.67,89,83,2.77,MM,1682507638
441,al jubayl,27.0112,49.6583,27.31,44,98,6.26,SA,1682507410
442,laguna,38.421,-121.4238,15.73,77,0,2.06,US,1682507638
443,santa terezinha,-29.9002,-50.0904,18.92,92,100,1.33,BR,1682507638
444,nabire,-3.3667,135.4833,26.58,83,90,0.37,ID,1682507639
445,san clemente,33.427,-117.612,16.19,89,10,0.45,US,1682507639
446,cukai,4.25,103.4167,27.85,77,100,3.23,MY,1682507639
447,kratovo,42.0792,22.1814,8.33,81,100,4.13,MK,1682507639
448,holdrege,40.4403,-99.3698,5.95,81,100,4.12,US,1682507639
449,daru,-9.0763,143.2092,26.72,88,100,7.37,PG,1682507640
450,hadithah,34.1397,42.3781,29.52,23,1,3.73,IQ,1682507640
451,kargasok,59.0556,80.8572,1.86,96,100,1.48,RU,1682507640
452,kurumkan,54.3,110.3,8.02,44,36,3.06,RU,1682507640
453,charles city,43.0664,-92.6724,0.08,93,0,2.57,US,1682507641
454,banff,51.1762,-115.5698,-1.39,97,90,1.96,CA,1682507641
455,mangai,-4.05,19.5333,34.32,42,95,0.51,CD,1682507641
456,duki,30.1541,68.5728,28.11,15,100,5.71,PK,1682507641
457,dubbo,-32.25,148.6167,16.07,63,36,4.12,AU,1682507642
458,sao mateus do sul,-25.8742,-50.3828,14.23,99,100,1.67,BR,1682507642
459,okahandja,-21.9833,16.9167,31.06,25,1,4.9,NA,1682507643
460,zabaykal'sk,49.6333,117.3167,10.26,18,23,3.19,RU,1682507643
461,novomyrhorod,48.7811,31.642,16.03,53,100,6.42,UA,1682507644
462,yuzhno-kurilsk,44.0306,145.8556,5.43,98,100,7.18,RU,1682507644
463,haffouz,35.6324,9.6762,28.26,22,9,3.61,TN,1682507645
464,muncar,-8.4333,114.3333,25.87,90,94,2.17,ID,1682507645
465,caluso,45.305,7.8957,19.21,36,62,0.45,IT,1682507645
466,manokwari,-0.8667,134.0833,27.22,78,73,0.78,ID,1682507646
467,adrar,20.5022,-10.0711,35.94,8,2,5.05,MR,1682507646
468,meulaboh,4.1363,96.1285,27.74,83,87,1.52,ID,1682507647
469,vikulovo,56.8167,70.6107,21.29,30,100,4.32,RU,1682507647
470,new norfolk,-42.7826,147.0587,16.72,57,45,1.24,AU,1682507649
471,kuchaiburi,22.2667,86.1667,33.94,25,88,1.33,IN,1682507650
472,mata-utu,-13.2816,-176.1745,28.12,77,60,4.77,WF,1682507650
473,sonipat,28.9833,77.0167,34.0,11,100,2.96,IN,1682507650
474,pacific grove,36.6177,-121.9166,11.42,94,100,0.0,US,1682507651
475,igarka,67.4667,86.5833,-2.76,95,100,6.68,RU,1682507651
476,mont-dore,-22.2833,166.5833,23.89,99,100,2.06,NC,1682507651
477,magugu,-4.0167,35.7667,28.45,49,100,2.07,TZ,1682507652
478,mar del plata,-38.0023,-57.5575,15.61,99,100,2.57,AR,1682507652
479,santana,-0.0583,-51.1817,25.1,100,75,2.57,BR,1682507369
480,kirensk,57.7853,108.1119,4.12,80,90,1.36,RU,1682507653
481,macau,22.2006,113.5461,25.48,73,40,2.57,MO,1682507653
482,margate,51.3813,1.3862,11.28,59,75,0.89,GB,1682507653
483,tobelo,1.7284,128.0095,27.24,83,71,1.76,ID,1682507653
484,roxas,11.5853,122.7511,27.3,75,73,1.83,PH,1682507654
485,along,28.1667,94.7667,26.4,55,89,1.11,IN,1682507655
486,lata,40.1629,-8.3327,25.83,46,71,1.66,PT,1682507655
487,tanguieta,10.6212,1.2665,37.0,31,74,3.16,BJ,1682507655
488,chibougamau,49.9168,-74.3659,0.79,100,100,1.03,CA,1682507656
489,san pedro pochutla,15.7333,-96.4667,22.62,79,78,2.08,MX,1682507657
490,kapa'a,22.0752,-159.319,22.18,77,100,2.06,US,1682507658
491,namtsy,62.7161,129.6658,-3.29,96,90,1.71,RU,1682507658
492,campillos,37.0483,-4.8631,30.94,14,1,1.27,ES,1682507659
493,san andres,12.5847,-81.7006,24.01,83,20,1.03,CO,1682507659
494,farsala,39.2947,22.3847,24.07,43,13,6.82,GR,1682507660
495,vanimo,-2.6741,141.3028,26.42,88,94,2.01,PG,1682507660
496,monteagudo,-19.8167,-63.9833,14.25,98,55,0.81,BO,1682507477
497,venice,27.0998,-82.4543,21.66,97,0,3.09,US,1682507554
498,richards bay,-28.783,32.0377,28.05,58,3,4.15,ZA,1682507661
499,punta del este,-34.9667,-54.95,18.26,97,75,4.92,UY,1682507662
500,gargalianoi,37.0667,21.6333,17.42,76,97,5.64,GR,1682507662
501,muynoq,43.7683,59.0214,28.82,13,60,7.72,UZ,1682507662
502,keflavik,64.0049,-22.5624,2.24,87,75,3.6,IS,1682507662
503,huinan,42.6225,126.2614,8.37,36,0,1.75,CN,1682507663
504,mae sot,16.7167,98.5667,28.57,75,60,2.06,TH,1682507663
505,revda,56.801,59.9303,17.46,44,100,3.94,RU,1682507467
506,treuchtlingen,48.95,10.9167,12.98,52,52,2.56,DE,1682507664
507,raja,8.4596,25.678,36.23,30,100,3.26,SS,1682507664
508,yanykurgan,43.915,67.2481,25.71,13,0,13.4,KZ,1682507665
509,goz beida,13.95,20.55,40.88,6,36,4.97,TD,1682507665
510,kingscliff,-28.2667,153.5667,18.89,88,75,3.09,AU,1682507666
511,manhattan,40.7834,-73.9662,10.37,65,100,3.6,US,1682507394
512,mae hong son,19.3003,97.9685,32.84,35,38,0.86,TH,1682507667
513,nagqu,31.5,92.0,5.59,24,68,6.09,CN,1682507668
514,swakopmund,-22.6833,14.5333,17.77,86,9,2.24,NA,1682507668
515,tucurui,-3.7661,-49.6725,25.61,83,88,0.47,BR,1682507669
516,maceio,-9.6658,-35.7353,26.69,89,40,1.03,BR,1682507669
517,constitucion,-35.3333,-72.4167,14.52,62,100,1.81,CL,1682507669
518,chui,-33.6971,-53.4616,16.65,95,84,2.03,UY,1682507670
519,gbadolite,4.2833,21.0167,29.21,69,95,3.76,CD,1682507670
520,zhob,31.3411,69.4481,27.61,12,94,5.35,PK,1682507671
521,grand baie,-20.0182,57.5802,29.14,74,10,1.79,MU,1682507543
522,san patricio,28.017,-97.5169,23.97,96,100,4.33,US,1682507672
523,terrace,54.5163,-128.6035,4.11,100,100,1.12,CA,1682507672
524,saudarkrokur,65.7461,-19.6394,0.49,51,21,1.56,IS,1682507673
525,mukalla,14.5425,49.1242,31.29,59,1,4.55,YE,1682507673
526,port hueneme,34.1478,-119.1951,12.73,95,100,1.54,US,1682507673
527,vorkuta,67.5,64.0,-2.73,88,99,4.93,RU,1682507673
528,ha'il,27.5219,41.6907,27.01,47,40,5.14,SA,1682507671
529,rudsar,37.1376,50.288,18.99,75,44,3.43,IR,1682507674
530,beboto,8.2668,16.939,38.53,24,58,2.39,TD,1682507674
531,porto novo,6.4965,2.6036,32.47,59,100,5.46,BJ,1682507675
532,batroun,34.2553,35.6581,21.41,72,65,4.2,LB,1682507675
533,bay harbor,30.1471,-85.6146,18.34,93,0,2.57,US,1682507675
534,khandyga,62.6667,135.6,-2.93,92,61,1.14,RU,1682507676
535,villaguay,-31.8653,-59.0269,14.28,92,42,1.77,AR,1682507676
536,priargunsk,50.3691,119.1012,8.87,22,33,4.29,RU,1682507676
537,nova vicosa,-17.8919,-39.3719,24.56,86,16,1.56,BR,1682507676
538,villamontes,-21.25,-63.5,14.33,96,18,2.19,BO,1682507677
539,parry sound,45.3501,-80.033,1.75,95,100,1.58,CA,1682507677
540,brokopondo,4.75,-55.1667,23.05,96,100,3.31,SR,1682507677
541,dwarka,22.2394,68.9678,28.6,59,9,6.6,IN,1682507677
542,namsos,64.4662,11.4957,3.03,87,75,1.03,NO,1682507678
543,arteaga,18.4667,-102.4167,16.09,72,96,0.52,MX,1682507678
544,marka,1.7159,44.7717,31.36,59,100,4.49,SO,1682507678
545,zouerate,22.7187,-12.4521,35.05,12,1,4.27,MR,1682507679
546,devarkonda,16.7,78.9333,35.53,30,58,2.56,IN,1682507679
547,nova londrina,-22.7658,-52.985,19.32,98,99,1.27,BR,1682507679
548,roosevelt,33.9668,-103.4505,8.83,55,46,5.3,US,1682507679
549,petrozavodsk,61.7849,34.3469,17.7,34,0,3.0,RU,1682507679
550,whakatane,-37.9585,176.9854,14.17,85,23,0.45,NZ,1682507680
551,sherbakul',54.6316,72.3963,23.37,22,60,5.11,RU,1682507680
552,la'ie,21.6477,-157.9253,23.98,80,92,0.89,US,1682507680
553,terbuny,52.1389,38.2789,17.17,47,44,6.83,RU,1682507680
554,dembi dolo,8.5333,34.8,24.75,49,87,3.41,ET,1682507681
555,minas de marcona,-15.2119,-75.1103,15.87,88,13,2.77,PE,1682507681
556,karratha,-20.7377,116.8463,27.3,51,100,4.66,AU,1682507681
557,mudgee,-32.5943,149.5871,13.21,80,20,2.9,AU,1682507682
558,korla,41.7597,86.1469,18.56,29,24,4.49,CN,1682507682
559,peniche,39.3558,-9.3811,24.05,71,61,3.71,PT,1682507682
560,sisimiut,66.9395,-53.6735,0.65,99,100,1.53,GL,1682507682
561,wladyslawowo,54.7909,18.4009,6.63,62,79,9.85,PL,1682507683
562,taro,-8.3862,115.28,25.0,97,98,0.38,ID,1682507683
563,ambodifotatra,-16.9833,49.85,27.43,72,43,7.48,MG,1682507683
564,paracatu,-17.2222,-46.8747,21.33,70,0,2.11,BR,1682507484
565,dehdasht,30.7949,50.5646,27.37,25,100,3.38,IR,1682507684
566,chachoengsao,13.6167,101.4167,33.1,61,96,3.94,TH,1682507684
567,dunedin,-45.8742,170.5036,11.0,68,31,3.58,NZ,1682507684
568,saint-francois,46.4154,3.9054,16.09,52,0,2.06,FR,1682507685
569,san juan,-31.5375,-68.5364,15.94,58,84,1.17,AR,1682507585
570,kabansk,52.0486,106.6528,-1.84,96,100,4.94,RU,1682507685
571,new castle,41.0037,-80.347,4.7,90,100,0.0,US,1682507686
572,taksimo,56.3444,114.8794,2.75,52,76,2.05,RU,1682507686
573,cromer,52.9312,1.2989,11.57,49,96,2.68,GB,1682507686
